[springmvc_hibernate][INFO] [2018-08-25 14:56:16] com.mchange.v2.log.MLog$1.run(124) | MLog clients using log4j logging.
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(69) | HHH000108: Foreign keys: []
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(70) | HHH000126: Indexes: [primary]
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(66) | HHH000261: Table found: spring-mvn.sys_auth
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(67) | HHH000037: Columns: [sortno, auth_type, regist_cd, target_flag, menu_name, parent_auth_cd, rank, auth_url, auth_cd, iconfg]
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(69) | HHH000108: Foreign keys: []
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(70) | HHH000126: Indexes: [primary]
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(66) | HHH000261: Table found: spring-mvn.sys_bacth_timer_task_result
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(67) | HHH000037: Columns: [time_task_dispath_date, trigger_job_group_number, job_name, time_task_dispath_error_message, time_task_dispath_status, job_number, trigger_job_group_name]
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(69) | HHH000108: Foreign keys: []
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(70) | HHH000126: Indexes: [primary]
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(66) | HHH000261: Table found: spring-mvn.sys_batch_task_control
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(67) | HHH000037: Columns: [job_class_name, job_method_name, job_execute_flag, trigger_job_group_number, job_description, job_execute_time, job_number]
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(69) | HHH000108: Foreign keys: []
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(70) | HHH000126: Indexes: [primary]
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(66) | HHH000261: Table found: spring-mvn.sys_batch_timer_control
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(67) | HHH000037: Columns: [dispath_period_week, trigger_job_group_number, dispath_status, dispath_period_month, dispath_period_day, dispath_period_minute, dispath_period_second, trigger_job_group_description, dispath_period_hour, trigger_job_group_class_name, dispath_period_year, trigger_job_group_name]
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(69) | HHH000108: Foreign keys: []
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(70) | HHH000126: Indexes: [primary]
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(66) | HHH000261: Table found: spring-mvn.sys_date
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(67) | HHH000037: Columns: [yesterday, date_type, day_before_yesterday, today, tomorrow, day_after_tomorrow]
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(69) | HHH000108: Foreign keys: []
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(70) | HHH000126: Indexes: [primary]
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(66) | HHH000261: Table found: spring-mvn.sys_dict
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(67) | HHH000037: Columns: [dict_type, dict_id, sort_no, dict_name, parent_dict_id, parent_dict_type, status]
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(69) | HHH000108: Foreign keys: []
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(70) | HHH000126: Indexes: [primary]
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(66) | HHH000261: Table found: spring-mvn.sys_param
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(67) | HHH000037: Columns: [paramkey3, paramkey2, paramvalue2, paramvalue3, paramvalue1, paramcd, paramkey1]
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(69) | HHH000108: Foreign keys: []
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(70) | HHH000126: Indexes: [primary]
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(66) | HHH000261: Table found: spring-mvn.sys_role
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(67) | HHH000037: Columns: [role_name, auth_type, regist_cd, role_cd, auth_cd]
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(69) | HHH000108: Foreign keys: []
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(70) | HHH000126: Indexes: [primary]
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(66) | HHH000261: Table found: spring-mvn.sys_role_auth
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(67) | HHH000037: Columns: [auth_type, regist_cd, role_cd, auth_cd]
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(69) | HHH000108: Foreign keys: []
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(70) | HHH000126: Indexes: [primary]
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(66) | HHH000261: Table found: spring-mvn.sys_sequence
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(67) | HHH000037: Columns: [sequencemiddle, sequencebegin, sequencetype, sequenceend, sequencestep]
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(69) | HHH000108: Foreign keys: []
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(70) | HHH000126: Indexes: [primary]
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(66) | HHH000261: Table found: spring-mvn.sys_user
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(67) | HHH000037: Columns: [regist_cd, userna, passwd, userst, brchno, errort, maxert, userid, userlv, status]
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(69) | HHH000108: Foreign keys: []
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(70) | HHH000126: Indexes: [primary]
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(66) | HHH000261: Table found: spring-mvn.sys_user_role
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(67) | HHH000037: Columns: [auth_type, regist_cd, role_cd, user_cd]
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(69) | HHH000108: Foreign keys: []
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(70) | HHH000126: Indexes: [primary]
[springmvc_hibernate][INFO] [2018-08-25 14:58:03] org.hibernate.tool.hbm2ddl.SchemaUpdate.execute(267) | HHH000232: Schema update complete
[springmvc_hibernate][INFO] [2018-08-25 14:59:27] com.mchange.v2.log.MLog$1.run(124) | MLog clients using log4j logging.
[springmvc_hibernate][INFO] [2018-08-25 14:59:27] com.mchange.v2.c3p0.C3P0Registry.banner(248) | Initializing c3p0-0.9.5-pre10 [built 06-November-2014 02:02:55 -0800; debug? true; trace: 10]
[springmvc_hibernate][INFO] [2018-08-25 14:59:28] org.hibernate.annotations.common.reflection.java.JavaReflectionManager.<clinit>(66) | HCANN000001: Hibernate Commons Annotations {4.0.5.Final}
[springmvc_hibernate][INFO] [2018-08-25 14:59:28] org.hibernate.Version.logVersion(54) | HHH000412: Hibernate Core {4.3.8.Final}
[springmvc_hibernate][INFO] [2018-08-25 14:59:28] org.hibernate.cfg.Environment.<clinit>(239) | HHH000206: hibernate.properties not found
[springmvc_hibernate][INFO] [2018-08-25 14:59:28] org.hibernate.cfg.Environment.buildBytecodeProvider(346) | HHH000021: Bytecode provider name : javassist
[springmvc_hibernate][INFO] [2018-08-25 14:59:28] com.mchange.v2.c3p0.impl.AbstractPoolBackedDataSource.getPoolManager(522) | Initializing c3p0 pool... com.mchange.v2.c3p0.ComboPooledDataSource [ acquireIncrement -> 5, acquireRetryAttempts -> 30, acquireRetryDelay -> 1000, autoCommitOnClose -> false, automaticTestTable -> null, breakAfterAcquireFailure -> false, checkoutTimeout -> 30000, connectionCustomizerClassName -> null, connectionTesterClassName -> com.mchange.v2.c3p0.impl.DefaultConnectionTester, contextClassLoaderSource -> caller, dataSourceName -> 1b61fo49xv1jjpa1s90y1g|175b9425, debugUnreturnedConnectionStackTraces -> false, description -> null, driverClass -> com.mysql.jdbc.Driver, extensions -> {}, factoryClassLocation -> null, forceIgnoreUnresolvedTransactions -> false, forceUseNamedDriverClass -> false, identityToken -> 1b61fo49xv1jjpa1s90y1g|175b9425, idleConnectionTestPeriod -> 30, initialPoolSize -> 5, jdbcUrl -> jdbc:mysql://localhost:3306/spring-mvn?useUnicode=true&characterEncoding=utf-8, maxAdministrativeTaskTime -> 0, maxConnectionAge -> 0, maxIdleTime -> 30, maxIdleTimeExcessConnections -> 0, maxPoolSize -> 20, maxStatements -> 0, maxStatementsPerConnection -> 0, minPoolSize -> 5, numHelperThreads -> 3, preferredTestQuery -> null, privilegeSpawnedThreads -> false, properties -> {user=******, password=******}, propertyCycle -> 0, statementCacheNumDeferredCloseThreads -> 0, testConnectionOnCheckin -> false, testConnectionOnCheckout -> false, unreturnedConnectionTimeout -> 0, userOverrides -> {}, usesTraditionalReflectiveProxies -> false ]
[springmvc_hibernate][INFO] [2018-08-25 14:59:29] org.hibernate.dialect.Dialect.<init>(145) | HHH000400: Using dialect: org.hibernate.dialect.MySQLDialect
[springmvc_hibernate][WARN] [2018-08-25 14:59:29] org.hibernate.mapping.RootClass.checkCompositeIdentifier(288) | HHH000038: Composite-id class does not override equals(): cn.spring.mvc.batch.entity.SystemBatchTaskDispathControl
[springmvc_hibernate][WARN] [2018-08-25 14:59:29] org.hibernate.mapping.RootClass.checkCompositeIdentifier(289) | HHH000039: Composite-id class does not override hashCode(): cn.spring.mvc.batch.entity.SystemBatchTaskDispathControl
[springmvc_hibernate][WARN] [2018-08-25 14:59:29] org.hibernate.mapping.RootClass.checkCompositeIdentifier(288) | HHH000038: Composite-id class does not override equals(): cn.spring.mvc.batch.entity.SystemBatchTimeTaskDispathResult
[springmvc_hibernate][WARN] [2018-08-25 14:59:29] org.hibernate.mapping.RootClass.checkCompositeIdentifier(289) | HHH000039: Composite-id class does not override hashCode(): cn.spring.mvc.batch.entity.SystemBatchTimeTaskDispathResult
[springmvc_hibernate][WARN] [2018-08-25 14:59:29] org.hibernate.mapping.RootClass.checkCompositeIdentifier(288) | HHH000038: Composite-id class does not override equals(): cn.spring.mvc.core.entity.CustElectron
[springmvc_hibernate][WARN] [2018-08-25 14:59:29] org.hibernate.mapping.RootClass.checkCompositeIdentifier(289) | HHH000039: Composite-id class does not override hashCode(): cn.spring.mvc.core.entity.CustElectron
[springmvc_hibernate][WARN] [2018-08-25 14:59:29] org.hibernate.mapping.RootClass.checkCompositeIdentifier(288) | HHH000038: Composite-id class does not override equals(): cn.spring.mvc.core.entity.CustAccount
[springmvc_hibernate][WARN] [2018-08-25 14:59:29] org.hibernate.mapping.RootClass.checkCompositeIdentifier(289) | HHH000039: Composite-id class does not override hashCode(): cn.spring.mvc.core.entity.CustAccount
[springmvc_hibernate][WARN] [2018-08-25 14:59:29] org.hibernate.mapping.RootClass.checkCompositeIdentifier(288) | HHH000038: Composite-id class does not override equals(): cn.spring.mvc.web.entity.SysDict
[springmvc_hibernate][WARN] [2018-08-25 14:59:29] org.hibernate.mapping.RootClass.checkCompositeIdentifier(289) | HHH000039: Composite-id class does not override hashCode(): cn.spring.mvc.web.entity.SysDict
[springmvc_hibernate][WARN] [2018-08-25 14:59:29] org.hibernate.mapping.RootClass.checkCompositeIdentifier(288) | HHH000038: Composite-id class does not override equals(): cn.spring.mvc.core.entity.CustUser
[springmvc_hibernate][WARN] [2018-08-25 14:59:29] org.hibernate.mapping.RootClass.checkCompositeIdentifier(289) | HHH000039: Composite-id class does not override hashCode(): cn.spring.mvc.core.entity.CustUser
[springmvc_hibernate][INFO] [2018-08-25 14:59:29] org.hibernate.engine.transaction.internal.TransactionFactoryInitiator.initiateService(62) | HHH000399: Using default transaction strategy (direct JDBC transactions)
[springmvc_hibernate][INFO] [2018-08-25 14:59:29] org.hibernate.hql.internal.ast.ASTQueryTranslatorFactory.<init>(47) | HHH000397: Using ASTQueryTranslatorFactory
[springmvc_hibernate][INFO] [2018-08-25 14:59:29] org.hibernate.cache.spi.UpdateTimestampsCache.<init>(72) | HHH000250: Starting update timestamps cache at region: org.hibernate.cache.spi.UpdateTimestampsCache
[springmvc_hibernate][WARN] [2018-08-25 14:59:29] org.hibernate.cache.ehcache.AbstractEhcacheRegionFactory.getCache(179) | HHH020003: Could not find a specific ehcache configuration for cache named [org.hibernate.cache.spi.UpdateTimestampsCache]; using defaults.
[springmvc_hibernate][INFO] [2018-08-25 14:59:29] org.hibernate.cache.internal.StandardQueryCache.<init>(90) | HHH000248: Starting query cache at region: org.hibernate.cache.internal.StandardQueryCache
[springmvc_hibernate][WARN] [2018-08-25 14:59:29] org.hibernate.cache.ehcache.AbstractEhcacheRegionFactory.getCache(179) | HHH020003: Could not find a specific ehcache configuration for cache named [org.hibernate.cache.internal.StandardQueryCache]; using defaults.
[springmvc_hibernate][WARN] [2018-08-25 14:59:29] org.hibernate.cache.ehcache.AbstractEhcacheRegionFactory.getCache(179) | HHH020003: Could not find a specific ehcache configuration for cache named [cn.spring.mvc.web.entity.SysUser]; using defaults.
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.SchemaUpdate.execute(207) | HHH000228: Running hbm2ddl schema update
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.SchemaUpdate.execute(218) | HHH000102: Fetching database metadata
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.SchemaUpdate.execute(230) | HHH000396: Updating schema
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(66) | HHH000261: Table found: spring-mvn.cust_account
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(67) | HHH000037: Columns: [onlnbl, custno, lstrdt, closdt, opmony, upbldt, pddpfg, acctcd, acctst, datetm, depttm, brchno, opendt, spectp, acctna, prodcd, csextg, custac, crcycd, bkmony, accttp, hdmimy, matudt, sleptg, corpno, timetm, opensq, bgindt, debttp, acctno, trsvtp, lstrsq, lastbl, clossq, hdmxmy]
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(69) | HHH000108: Foreign keys: []
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(70) | HHH000126: Indexes: [primary]
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(66) | HHH000261: Table found: spring-mvn.cust_electron
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(67) | HHH000037: Columns: [custno, custac, accttp, closdt, intrvl, corpno, timetm, opensq, cardno, custna, acctst, datetm, brchno, opendt, cacttp, clossq]
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(69) | HHH000108: Foreign keys: []
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(70) | HHH000126: Indexes: [primary]
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(66) | HHH000261: Table found: spring-mvn.cust_user
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(67) | HHH000037: Columns: [sextyp, custno, custst, addrcd, closdt, addres, idtfno, corpno, timetm, opensq, idtftp, custna, emails, postcd, datetm, cuslvl, emplcu, brchno, opendt, birthd, clossq, teleno]
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(69) | HHH000108: Foreign keys: []
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(70) | HHH000126: Indexes: [primary]
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(66) | HHH000261: Table found: spring-mvn.sys_auth
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(67) | HHH000037: Columns: [sortno, auth_type, regist_cd, target_flag, menu_name, parent_auth_cd, rank, auth_url, auth_cd, iconfg]
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(69) | HHH000108: Foreign keys: []
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(70) | HHH000126: Indexes: [primary]
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(66) | HHH000261: Table found: spring-mvn.sys_bacth_timer_task_result
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(67) | HHH000037: Columns: [time_task_dispath_date, trigger_job_group_number, job_name, time_task_dispath_error_message, time_task_dispath_status, job_number, trigger_job_group_name]
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(69) | HHH000108: Foreign keys: []
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(70) | HHH000126: Indexes: [primary]
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(66) | HHH000261: Table found: spring-mvn.sys_batch_task_control
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(67) | HHH000037: Columns: [job_class_name, job_method_name, job_execute_flag, trigger_job_group_number, job_description, job_execute_time, job_number]
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(69) | HHH000108: Foreign keys: []
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(70) | HHH000126: Indexes: [primary]
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(66) | HHH000261: Table found: spring-mvn.sys_batch_timer_control
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(67) | HHH000037: Columns: [dispath_period_week, trigger_job_group_number, dispath_status, dispath_period_month, dispath_period_day, dispath_period_minute, dispath_period_second, trigger_job_group_description, dispath_period_hour, trigger_job_group_class_name, dispath_period_year, trigger_job_group_name]
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(69) | HHH000108: Foreign keys: []
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(70) | HHH000126: Indexes: [primary]
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(66) | HHH000261: Table found: spring-mvn.sys_date
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(67) | HHH000037: Columns: [yesterday, date_type, day_before_yesterday, today, tomorrow, day_after_tomorrow]
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(69) | HHH000108: Foreign keys: []
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(70) | HHH000126: Indexes: [primary]
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(66) | HHH000261: Table found: spring-mvn.sys_dict
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(67) | HHH000037: Columns: [dict_type, dict_id, sort_no, dict_name, parent_dict_id, parent_dict_type, status]
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(69) | HHH000108: Foreign keys: []
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(70) | HHH000126: Indexes: [primary]
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(66) | HHH000261: Table found: spring-mvn.sys_param
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(67) | HHH000037: Columns: [paramkey3, paramkey2, paramvalue2, paramvalue3, paramvalue1, paramcd, paramkey1]
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(69) | HHH000108: Foreign keys: []
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(70) | HHH000126: Indexes: [primary]
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(66) | HHH000261: Table found: spring-mvn.sys_role
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(67) | HHH000037: Columns: [role_name, auth_type, regist_cd, role_cd, auth_cd]
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(69) | HHH000108: Foreign keys: []
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(70) | HHH000126: Indexes: [primary]
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(66) | HHH000261: Table found: spring-mvn.sys_role_auth
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(67) | HHH000037: Columns: [auth_type, regist_cd, role_cd, auth_cd]
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(69) | HHH000108: Foreign keys: []
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(70) | HHH000126: Indexes: [primary]
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(66) | HHH000261: Table found: spring-mvn.sys_sequence
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(67) | HHH000037: Columns: [sequencemiddle, sequencebegin, sequencetype, sequenceend, sequencestep]
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(69) | HHH000108: Foreign keys: []
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(70) | HHH000126: Indexes: [primary]
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(66) | HHH000261: Table found: spring-mvn.sys_user
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(67) | HHH000037: Columns: [regist_cd, userna, passwd, userst, brchno, errort, maxert, userid, userlv, status]
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(69) | HHH000108: Foreign keys: []
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(70) | HHH000126: Indexes: [primary]
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(66) | HHH000261: Table found: spring-mvn.sys_user_role
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(67) | HHH000037: Columns: [auth_type, regist_cd, role_cd, user_cd]
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(69) | HHH000108: Foreign keys: []
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.TableMetadata.<init>(70) | HHH000126: Indexes: [primary]
[springmvc_hibernate][INFO] [2018-08-25 14:59:30] org.hibernate.tool.hbm2ddl.SchemaUpdate.execute(267) | HHH000232: Schema update complete
[springmvc_hibernate][INFO] [2018-08-25 15:00:17] com.mchange.v2.log.MLog$1.run(124) | MLog clients using log4j logging.
[springmvc_hibernate][INFO] [2018-08-25 15:00:18] com.mchange.v2.c3p0.C3P0Registry.banner(248) | Initializing c3p0-0.9.5-pre10 [built 06-November-2014 02:02:55 -0800; debug? true; trace: 10]
[springmvc_hibernate][INFO] [2018-08-25 15:00:18] org.hibernate.annotations.common.reflection.java.JavaReflectionManager.<clinit>(66) | HCANN000001: Hibernate Commons Annotations {4.0.5.Final}
